artist,hottness
The Mount Fuji Doomjazz Corporation,0.484713
The Tokens,0.582197
Great White,0.579955
The Break,0.449132
Tim Berg,0.58434
Steely Dan,0.651715
Man or Astro-Man?,0.556742
Bran Van 3000,0.622727
The Evolution Control Committee,0.408408
Future,0.771522
Matteo Costa,0.422223
Ditch,0.358172
Los Bunkers,0.617042
And So I Watch You From Afar,0.613264
Bikini Kill,0.570732
Como Asesinar a Felipes,0.499775
Castello Branco,0.54245
Burzum,0.62044
Pastor López y Su Combo,0.484556
PMMP,0.632379
Lucas Lucco,0.79984
Merlin,0.444344
Charles Manson,0.512063
Hockey,0.562871
Simone White,0.533694
Ismaël Lô,0.548292
Rocket Rockers,0.557374
Фактор Страха,0.41113
Figure Four,0.458122
Acid Bath,0.502971
The Beloved,0.566033
The Primitives,0.584073
Kyuss,0.604697
Mutual Benefit,0.58326
When Saints Go Machine,0.584994
Fatoumata Diawara,0.602955
Tre allegri ragazzi morti,0.596246
Abney Park,0.592688
Sam Rivers,0.504004
The Qemists,0.596072
Five for Fighting,0.602279
Oscar Peterson Trio,0.579356
Daze,0.585432
A-TRAK,0.797745
Japanther,0.569658
Ottorino Respighi,0.541096
Memphis May Fire,0.646368
Gloryhammer,0.572211
Astrud Gilberto,0.613777
Geordie,0.517908
Jan Garbarek Group,0.398668
Jerry Goldsmith,0.603355
S.C.U.M,0.501943
Vato Gonzalez vs. Lethal Bizzle & Donae’O,0.452936
Jay-Z & Kanye West,0.586144
Veil of Maya,0.609486
Shakira,0.862536
Stanfour,0.58027
J. Period & Black Thought,0.493631
The 1975,0.814946
The Jeff Healey Band,0.569513
Naberus,0.405505
BABYMETAL,0.750348
Altro,0.464141
Sopor Aeternus & The Ensemble of Shadows,0.597353
Takanashi Yasuharu,0.455592
Crucified Barbara,0.586377
Prince Kay One,0.542956
Niedecken,0.441801
MSTRKRFT,0.596651
Audrey Horne,0.5731
Volkstrott,0.343664
Roksonix,0.550705
Dawn of Midi,0.510926
Spacemen 3,0.571494
Zac Brown Band,0.871771
The Trashies,0.320645
Blak Lyons,0.379594
Melankoli,0.407009
Bane,0.587145
Bang,0.496764
Kevin Johansen,0.577512
Blakroc,0.557893
Des'ree,0.586556
W&W,0.660165
Unknown Mortal Orchestra,0.737757
Logic,0.73031
Hadise,0.76341
Starfucker,0.604135
Phantom Blue,0.427636
Brooke Fraser,0.700454
Ondskapt,0.497241
Eruca Sativa,0.565096
The Vision Bleak,0.516613
Jeremy Limb,0.508975
Year of No Light,0.508019
21st Century Schizoid Band,0.32717
MS MR,0.65098
Patrick Doyle,0.72707
Spliff,0.520125
Nautilus Pompilius,0.596064
Jill Scott,0.647859
Leonel García,0.613229
Demon Hunter,0.614823
DMX,0.658363
Mediæval Bæbes,0.547177
Araya,0.476529
Cage,0.552226
Motley Crue,0.660199
The Lonely Island,0.642002
Flogging Molly,0.621041
Kevin Ayers,0.547658
Forgotten Tomb,0.572377
Françoiz Breut,0.510448
Olly Murs,0.920517
Calle 13,0.707779
Neil Sedaka,0.616399
Andreas Scholl,0.505211
Myka  Relocate,0.54071
Kim Taylor,0.470082
Schenker-Pattison Summit,0.301228
San Pedro el cortez,0.294197
Téléphone,0.429089
Magic Pie,0.488939
Wooden Shjips,0.585188
Wallachia,0.427105
Long Arm,0.581993
SIAM SHADE,0.439029
Unruly Child,0.451378
Oz,0.590298
Nouvelle Vague,0.673521
Sad Lovers and Giants,0.515253
Metal Inquisitor,0.445967
Babyshambles,0.61423
Lorde,0.882238
Lordi,0.63074
Jim Sturgess,0.610205
Soul Asylum,0.615046
Men at Work,0.635169
Aereogramme,0.513505
Oomph!,0.616842
Villancicos Populares Vol.2 (Popular Songs),0.475831
Enanitos Verdes,0.633396
Love Shop,0.487261
Walter Trout,0.592514
Jeff Loomis,0.590173
Balkan Beat Box,0.607106
Flight of the Conchords,0.619553
Pete Johansen,0.367055
Modjo,0.590592
Mutemath,0.61562
Biagio Antonacci,0.749178
Ace of Base,0.628271
Clusterhead,0.329523
Laid Back,0.568263
Plumb,0.614748
Gentlemen Hall,0.566157
Johnny Copeland,0.498435
James Blunt,0.848189
Ismael Rivera,0.50934
Jon Schmidt,0.59525
Debauchery,0.515137
Mouse on Mars,0.547099
Vedomir,0.434788
Nick Cave and the Bad Seeds,0.650215
Гражданская Оборона,0.513517
Gold Top,0.536954
Fatal Fusion,0.395906
Simple Plan,0.663972
A.R. Rahman,0.831054
Peste Noire,0.462374
The Jezabels,0.608463
White Wizzard,0.489599
In Solitude,0.565099
Bingo Players,0.798811
Wavetraxx,0.435822
Facebreaker,0.468065
Coverdale/Page,0.510368
Mägo de Oz,0.596087
These Are They,0.403903
Suffokate,0.567245
Onda Vaga,0.592986
Los Fabulosos Cadillacs,0.678024
Debbie Gibson,0.56778
Meat Loaf,0.619224
Grave Digger,0.571441
A Great Big World,0.804539
Goran Bregović,0.578621
No Innocent Victim,0.455124
Rihanna,0.983005
Bleeker Ridge,0.446088
Lil B,0.593392
Shankar Tucker,0.549309
Magtens Korridorer,0.553436
Pretty Boy Floyd,0.538612
Ramblin' Jack Elliott,0.568011
Bermuda,0.568153
Cut Copy,0.618732
Gehennah,0.490473
Kelis,0.660364
Nelly Furtado,0.693485
Bywar,0.41991
Max Pezzali,0.656997
The Glass Child,0.45995
Kavinsky,0.790475
Stephanie Mills,0.574933
Mystical Weapons,0.404343
Recondite,0.61833
The Rubens,0.505575
Benjamin Biolay,0.588641
Project46,0.55135
Максим,0.410258
Richie Havens,0.583098
Datarock,0.575745
Juncker,0.496638
Forest Swords,0.590161
Devian,0.438048
Cyndi Lauper,0.69322
Keyshia Cole,0.654662
Stick to Your Guns,0.738748
The Lovin' Spoonful,0.58575
In Extremo,0.625146
Zakk Wylde,0.602611
Pedropiedra,0.563663
White Lion,0.596851
Marlene Dietrich,0.559539
Soja,0.654049
Aaron Neville,0.593239
AK-47,0.551383
Black Star,0.611447
Zen Meditation and Natural White Noise and New Age Deep Massage,0.512683
21 Guns,0.392714
CCCP – Fedeli Alla Linea,0.563239
Backstreet Boys,0.767306
Marcomé,0.435636
Half Man Half Biscuit,0.555133
The Lambrettas,0.509026
Mercedes Sosa,0.6064
Shlohmo,0.711425
Jimmy Edgar,0.608191
Caliban,0.602228
Chemia,0.515005
Neville Marriner: Academy Of St. Martin In The Fields,0.0
Vandenberg,0.508391
Small Black,0.600933
Maragold,0.495642
Keith Kenniff,0.571211
WWO,0.560225
Sons of Otis,0.50202
T.I.,0.801938
Panteón Rococó,0.624564
Spike Jones,0.511344
Vanessa Paradis,0.734628
Our Last Night,0.63982
Candlebox,0.612031
Saiko,0.55453
Køhn/Johansen Sextet,0.139799
Brendan Canning,0.505297
High on Fire,0.594442
Riot,0.573898
The Knack,0.636732
Fernando Sor,0.508822
I,0.555597
And One,0.731592
Blaqk Audio,0.553847
Black Kids,0.574818
Eels,0.72302
Chroma Key,0.503071
Enthroned,0.513056
Otis Redding,0.731838
Ana Carolina,0.729389
A Day to Remember,0.671336
Mono,0.595976
Drake,0.91756
Chthonic,0.584998
Artillery,0.53384
Waglewski Fisz Emade,0.447543
Eddy Grant,0.584406
Thomas Dolby,0.564951
Ulcerate,0.483279
Corpsefucking Art,0.423291
Cold World,0.510378
Ed Sheeran,0.993931
Babes in Toyland,0.567508
Beardfish,0.678339
Eyehategod,0.597589
Toto Cutugno,0.492667
Uriah Heep,0.646377
Janine Jansen,0.488842
Коррозия Металла,0.472893
Ben Kweller,0.579595
Foghat,0.624091
Sleep Terror,0.39928
Mondkopf,0.505821
Discoballs,0.463705
Joey Bada$$,0.758965
The Royal Concept,0.622028
Audioslave,0.647918
Fugazi,0.602174
Krzysztof Krawczyk,0.536381
Michael Bolton,0.660065
Exalted Dirt,0.264422
Capital Cities,0.842657
Smooth Jazz All Stars,0.549621
Vic Chesnutt,0.504704
Simon & Garfunkel,0.764431
Screen Vinyl Image,0.514564
Wolf,0.627815
Los Adolescentes,0.453013
Krewella,0.762335
The Righteous Brothers,0.593457
The Two Man Gentlemen Band,0.507839
Florence + the Machine,0.918067
Supergrass,0.619829
Thievery Corporation,0.646952
Smallpools,0.706137
Mark Murphy,0.515964
Daniel Landa,0.550273
I Set My Friends on Fire,0.570162
Eisley,0.582052
The Stylistics,0.584498
Eek-a-Mouse,0.591115
Motor City Rockers,0.294416
Steve Gunn,0.565437
Söhne Mannheims,0.507008
Al Green,0.654899
Fergie  Q-Tip & GoonRock,0.0
Serena Ryder,0.594799
NONONO,0.571843
Touché Amoré,0.613034
Skitkids,0.343909
Marcus Miller,0.672059
Niccolò Paganini,0.499725
Reinhard Mey,0.511461
Олег Медведев,0.427459
Wardruna,0.656478
Ritchie Valens,0.605398
Altaria,0.491212
Amesoeurs,0.562742
Casa das Máquinas,0.458331
Dysentery,0.482692
Yuck,0.612396
Jay-Z and Linkin Park,0.513474
Tim Janis,0.596485
Groundislava,0.586522
Nicky Jam,0.903529
Keller Williams,0.587722
Sajama Cut,0.422678
Elvenking,0.588565
Remission,0.378598
Hey Monday,0.591734
Pythia,0.482102
Breakbot,0.629426
Julia Marcell,0.571949
50 Cent,0.745087
21 Gram,0.259145
Dark Tranquillity,0.610477
High Contrast,0.59829
Henrik Freischlader,0.539812
We Are Scientists,0.619513
Nana Caymmi,0.578621
Håkan Hellström,0.67831
Nosound,0.534716
Mac DeMarco,0.701087
Alfamega/Busta Rhymes/T.I./T.I.P.,0.403052
Ke$ha,0.792284
AXL,0.468744
The Alan Parsons Project,0.657301
Jan Johansson,0.57516
Battlelore,0.550704
Chrome Division,0.559635
Girl Unit,0.550234
Steve Hunter,0.458834
Afterhours,0.588967
Big L,0.60154
Maroon 5 feat. Christina Aguilera,0.987806
Michael Nyman,0.624534
Wilde Jungs,0.421267
Уикеда,0.355388
Candlemass,0.603936
Radiohead,0.852013
Foe,0.504578
Tea Leaf Green,0.546426
Belinda,0.634753
Deborah Lurie,0.514656
Thyrfing,0.541171
Silent Force,0.516455
Lucio Battisti,0.57249
De Juepuchas,0.323673
Einstürzende Neubauten,0.584896
Ivano Fossati,0.505231
fun.,0.81226
Pomplamoose,0.588626
My Darkest Days,0.622178
Tomoki Hasegawa,0.388496
The Dodos,0.605564
Victor Fedotov  Mariinsky Theatre Symphony orchestra,0.520971
Ebba Grön,0.575037
Woody Guthrie,0.603541
Os Paralamas Do Sucesso,0.65522
Reeve Carney,0.562957
Kill the Noise,0.634633
Unsane,0.56245
Saliva,0.629922
Sylvius Leopold Weiss,0.43247
Cameo,0.594356
Camel,0.587324
Stonegard,0.487616
Unshine,0.499346
細野晴臣,0.468811
Tony Bennett,0.775715
Noctem,0.503714
Hatebreed,0.627541
DIIV,0.633773
The Beatles Revival Band,0.52232
G-Dragon,0.774066
Be Your Own Pet,0.516449
Anata,0.501036
Michael Galasso,0.394776
John Debney,0.576205
Tommy Dorsey & His Orchestra Feat. Frank Sinatra,0.505664
浜田麻里,0.448643
Epic Rap Battles Of History,0.583818
ReVamp,0.576483
Daniel Powter,0.623381
Nitro,0.545179
Erik Satie,0.611496
heidi.,0.489047
El Perro del Mar,0.594198
King's X,0.574122
The Spencer Davis Group,0.597898
Jason Derülo,0.939649
The Good  the Bad & the Queen,0.573522
Rata Blanca,0.650938
Ingrid Michaelson,0.779888
Randy Newman,0.622752
Paul von Schilhawsky,0.340256
Ihsahn,0.574868
Diplo,0.884689
Camouflage,0.731185
Afrojack  Dimitri Vegas  Like Mike & NERVO,0.107197
Stromae,0.859748
Lorna Shore,0.518385
Cattle Decapitation,0.591487
The Clash,0.683158
The Cure,0.787326
Poets of the Fall,0.613342
Harper Simon,0.509969
St. Germain,0.57591
Motel Connection,0.459926
Daniela Romo,0.55116
Clothilde,0.485248
General Elektriks,0.584197
Oscar Araujo,0.509071
Infectious Grooves,0.547572
Ferry Corsten,0.733129
Agressor,0.433418
Paulinho Moska,0.498671
Robin S,0.569083
Eisbrecher,0.61291
Black Rebel Motorcycle Club,0.637162
Winger,0.585717
John 5,0.586839
Taking Back Sunday,0.615984
Scott Walker,0.605515
Lisa "Left Eye" Lopes,0.534438
Timbalada,0.582437
El Último Ke Zierre,0.560919
Escape With Romeo,0.494674
The Joggers,0.449634
ºFahrenheit,0.0
The Jimi Hendrix Experience,0.628828
Green Day,0.804621
Radio Moscow,0.605611
Mike Posner,0.6592
Jack Starr's Burning Starr,0.423705
Sparklehorse,0.611991
RADWIMPS,0.621376
Van Canto,0.607324
Joe Pass,0.58053
Roald Dahl,0.471363
Nox Arcana,0.586389
The King Blues,0.562249
Matthew Dear,0.611733
Slowdive,0.595523
The Surfaris,0.564445
Aiden,0.606572
Hypocrisy,0.618104
Lostprophets,0.633272
Enrico Ruggeri,0.562346
Paul Weller,0.619684
Susan Boyle,0.569292
Gentle Giant,0.566344
Kaffe,0.354879
Carajo,0.57736
平野綾,0.427075
Chlöe Howl,0.60912
Lorso,0.504918
Tears for Fears,0.695821
Chubby Checker,0.632211
The Black Heart Procession,0.561425
G. Love & Special Sauce,0.601822
Eric Prydz,0.754482
Hateen,0.509046
Tycho,0.748222
I Declare War,0.585541
Moby Grape,0.557125
The Gaslight Anthem,0.63501
Stray Dogg,0.447733
Bersuit Vergarabat,0.698337
Weedpecker,0.491566
Buddy Guy,0.632023
John Newman,0.841426
The Fast,0.455604
Billy Idol,0.740798
Van She,0.588634
Brian Crain,0.618131
Yezda Urfa,0.440723
Zurdok,0.520513
Julia Holter,0.592961
Kingdom Come,0.559521
The Dillinger Escape Plan,0.62379
Ásgeir,0.728592
Patti Smith,0.637156
D12,0.628458
Affiance,0.582095
Skyclad,0.534918
Owen Pallett,0.539395
I Am Robot and Proud,0.507847
Krizz Kaliko,0.619138
Kimya Dawson,0.586975
The Fuzztones,0.519494
Chuck And The Crack-Pipes,0.328061
The Cast Before The Break,0.413935
Magnetic Man,0.587464
Deutsch Amerikanische Freundschaft,0.474373
Sump,0.391965
Móveis Coloniais de Acaju,0.51738
Girls Against Boys,0.560793
Them Crooked Vultures,0.613907
Los Pericos,0.578057
Garavi Sokak,0.421066
Duran Duran,0.657514
Madeleine Peyroux,0.616073
Britny Fox,0.501936
Neko Case,0.635544
Groundation,0.613028
Billy Squier,0.576884
Imperia,0.509292
Little Dragon,0.693427
CrashDďet,0.568171
Donna Summer,0.633637
Roots Manuva,0.615083
Kindness,0.594097
He Is We,0.630989
Believer,0.485519
Forro In The Dark,0.514259
Love of Lesbian,0.624378
Cormorant,0.504534
Eliza Doolittle,0.634625
Katharsis,0.480285
Architects,0.713926
Evil Army,0.438587
Agnes Obel,0.645345
Dosh,0.559041
Obey the Brave,0.607569
Sunn O))),0.469168
Parazit,0.325027
Suzanne Vega,0.613658
Slow Magic,0.625337
Khymera,0.48853
Page & Plant,0.476025
Army of the Pharaohs,0.632498
Gino Paoli,0.549151
Darren Smith & Terrance Zdunich,0.43804
Мельница,0.505712
Rosa Tattooada,0.480451
The Blow,0.520968
UNKLE,0.618329
ろん,0.417453
Grails,0.500178
KRS-One,0.618436
Lonnie Donegan,0.538793
Vaccine,0.476948
Kadenzza,0.410608
Cirque Du Soleil,0.619143
A Flock of Seagulls,0.621979
Neal Schon,0.502233
Trust,0.581495
Los Shakers,0.450431
Autre Ne Veut,0.599328
A Tribe Called Red,0.595068
Ska-P,0.606141
Sibylle Baier,0.568533
Rainbow,0.68658
Anathema,0.628634
Small Giant,0.285704
Alabama 3,0.668155
Modest Mouse,0.857389
Mark Foster,0.542037
Swedish House Mafia,0.788846
Asobi Seksu,0.567952
Jim Brickman,0.606089
Chico Buarque,0.638399
Bang Tango,0.511531
No Use for a Name,0.60694
Matt Costa,0.601316
Night Beats,0.56027
Bryn Christopher,0.547069
Sheila E.,0.600168
Wolf Parade,0.597664
Dvar,0.505876
Fat Jon as Maurice Galactica,0.459518
Eddie Taylor,0.461069
Pernett,0.492088
Snap!,0.665471
Dawn Richard,0.55465
Lux Occulta,0.459682
DJ Krush,0.581366
Isengard,0.524782
Bond,0.565226
Chimaira,0.600786
The Teenagers,0.56268
Acid Drinkers,0.575284
Fettes Brot,0.600827
Teena Marie,0.593451
Rush,0.652329
Décima Víctima,0.383518
Snowy White,0.544647
Focus,0.579823
Zendaya,0.649921
Slade,0.576883
Kendrick Lamar,0.933118
Tera Melos,0.581804
Cursive,0.592991
Accuser,0.43232
PAKT.,0.431573
Anaïs Mitchell,0.590687
Black 'N Blue,0.486433
CPM 22,0.624188
Brazilian Girls,0.562284
Mina,0.627925
Magic Slim and The Teardrops,0.479178
Vicente Fernández,0.658006
Yellowman,0.58642
Tiê,0.582852
Goldroom,0.677261
Sweet Savage,0.473819
Athlete,0.598077
Gorky Park,0.570734
Showtek,0.813539
Dananananaykroyd,0.516027
Northlane,0.621789
The Caretaker,0.46879
Armour,0.443663
Bliss n Eso,0.726623
Trey Songz,0.848992
Medeski  Martin and Wood,0.5942
David Fiuczynski & Rufus Cappadocia,0.276551
Len,0.585055
Russian Circles,0.619977
Malodorous,0.446313
Kill Devil Hill,0.512939
The Clockwork Dolls,0.467221
Alexandre Nero,0.543463
Smoke & Fire,0.276194
Released Anger,0.330495
Ava Inferi,0.478154
The Faceless,0.596129
Poison,0.646508
Hootie & The Blowfish,0.61622
Aqua,0.615607
Jonathan Goldman,0.562333
A Perfect Circle,0.64881
Jimi Hendrix,0.708387
Daniel Avery,0.597618
Havok,0.548131
Chromatics,0.732837
Chelsea Wolfe,0.617417
Tuomari Nurmio,0.55349
Ossadogva,0.369508
Tides From Nebula,0.570242
Małpa,0.596109
Red Fang,0.622151
School of Seven Bells,0.582171
Carrie Underwood,0.858676
Atreyu,0.604749
Roxy Music,0.634957
New Edition,0.594761
Asmodeus,0.433845
La Bouche,0.616498
Philip Sayce,0.712396
Лора Бочарова,0.395083
Tensnake,0.611618
Bring Me the Horizon,0.813712
Magic Wands,0.497759
Diablo Swing Orchestra,0.588797
Mineral,0.55445
Owl Eyes,0.584757
Black Mountain,0.583838
Culture Club,0.677663
De Jeugd van Tegenwoordig,0.606218
Tom Jones,0.655817
Angra,0.582832
Panic! at the Disco,0.821623
The Mars Volta,0.624219
Soulwax,0.588599
Willie Dixon,0.571062
Nicholas Gunn,0.509006
Yuksek,0.585559
Heaven 17,0.590609
Parliament,0.594248
Bill Callahan,0.596321
Tom Waits,0.655753
Lisa Gerrard,0.604841
Bob Dylan,0.823011
Keny Arkana,0.606272
Dinka,0.568517
Driftmoon,0.624877
Tommy Castro,0.566835
Mediks,0.562107
Non Cadenza,0.43824
The Claudia Quintet,0.354145
Afterlife,0.564551
Journey,0.772586
Nils Landgren / Lars Danielsson / Bugge Wesseltoft U.A.,0.567157
The Jesus and Mary Chain,0.632924
Ne Obliviscaris,0.587873
Dark Quarterer,0.411131
Asia,0.664541
Diabulus In Musica,0.479689
Oficina G3,0.515584
Moonblood,0.440133
Carlos Santana,0.628655
The Whip,0.565091
Parkway Drive,0.64595
Wes,0.575352
The Summer Set,0.610627
Melechesh,0.678778
Sweet Coffee,0.530407
Glenn Tipton,0.42658
The Bill,0.582289
Brian McFadden,0.591081
Sizzla,0.617266
My Bloody Valentine,0.632712
Max Romeo,0.592322
Almah,0.575293
Pedras Vivas,0.329193
Marc Anthony,0.832808
Boz Scaggs,0.757039
Black Oak Arkansas,0.569736
Ultra Pop,0.270906
Midlake,0.613396
Neil Diamond,0.771362
Berlin,0.654206
Blitzkid,0.558472
Neurosis,0.604638
The Breeders,0.601449
Children of Nova,0.506116
近藤浩治,0.482667
Goldfinger,0.603599
Amon Amarth,0.64615
Grand Magus,0.574987
Pretty Maids,0.617063
Tokyo Police Club,0.611893
Shade,0.47627
Youngsta,0.492699
Brian Tyler,0.603897
Clara Nunes,0.560709
Winterstorm,0.509528
Eternal Tears of Sorrow,0.549272
Eclipse,0.567197
Azul Limão,0.39359
Theocracy,0.566715
The Donnas,0.59658
Soda Stereo,0.680482
Bryan Adams,0.753618
Daniel Johnston,0.586782
Alexisonfire,0.601664
Headhunterz,0.682768
Crashdiet,0.568171
Exodus,0.615093
The Undertones,0.60648
The Fiery Furnaces,0.569424
Black Sheep,0.564162
Blank & Jones,0.59581
The Velvet Underground,0.650137
AWOLNATION,0.862107
Asomvel,0.434503
Mum,0.618981
Pupo,0.545654
Supercar,0.510434
Cruachan,0.544913
Captain Cleanoff,0.405916
Romeo's Daughter,0.436985
Peter Maffay,0.598218
Earl Hooker,0.486458
Rick Wakeman,0.517455
Storm Queen,0.560257
D'Angelo,0.741751
Dominik Hauser,0.567467
Midnight,0.55138
Gogol Bordello,0.742828
Veronica Falls,0.578962
Esteban,0.561577
Irfan,0.505443
Sıla,0.778204
Golden Earring,0.644735
The Handsome Family,0.724895
Heaven's Basement,0.585723
Maniac,0.49909
[unknown],0.576269
The Black Dahlia Murder,0.61891
Gruntruck,0.511436
Unquiet Nights,0.454456
Labyrinth,0.543389
Dexys Midnight Runners,0.645556
808 State,0.59001
Martin Schulte,0.477391
Bushido,0.657684
Marvin Gaye,0.749684
The Doobie Brothers,0.647791
Mink DeVille,0.560898
Fuel,0.614567
Soulstripper,0.561487
Eloy,0.560282
iwrestledabearonce,0.576647
Valentina Dorme,0.420759
Joe Purdy,0.593452
Faster Pussycat,0.561015
Andrew Weatherall,0.483052
Garou,0.620624
Fairport Convention,0.592485
Counterparts,0.607435
Son Volt,0.582109
All Them Witches,0.582272
Al Stewart,0.565939
Random Rab,0.587238
David Byrne,0.587751
Erra,0.605259
Jamey Johnson,0.613835
Jacques Brel,0.641815
10 Years,0.705996
Johann Pachelbel,0.592496
Bonde do Brasil,0.562552
Tenhi,0.560897
Ellie Goulding,0.979452
Flipper,0.51439
Paul Hardcastle,0.584353
MONORAL,0.513368
ДДТ,0.515727
Bryan Ferry,0.743724
Bonnie Dobson,0.491555
The Human League,0.630433
Benedictum,0.474085
Elisa,0.801831
Charlie McDonnell,0.565996
Yael Meyer,0.52098
Sunny Day Real Estate,0.589616
Svartsot,0.567366
Tad Morose,0.509711
Everclear,0.620743
dEUS,0.607862
Sinéad O'Connor,0.736611
Traffic,0.721837
Andre Matos,0.456108
The Vibrators,0.572299
Fernando Milagros,0.573986
Tarot,0.565086
Unearth,0.590366
Manu Chao,0.68697
Soul II Soul,0.579596
Lindi Ortega,0.565691
Jonathan Wilson,0.560748
Gesaffelstein,0.589902
Fisc,0.341174
Fish,0.551456
Necro Deathmort,0.510872
The Distillers,0.594211
Waldeck,0.59032
Dirty Projectors,0.621988
Souvarit,0.485741
Nancy Sinatra,0.608243
Yusef Lateef,0.559779
Big Big Train,0.516136
A.R. Kane,0.503735
Static-X,0.617317
Bassnectar,0.639862
Dulce María,0.645303
Steve Winwood,0.64474
Issues,0.517678
Decrepit Birth,0.559932
The Kills,0.630199
Pescado Rabioso,0.491519
Lustre,0.525646
Coppice Halifax,0.439935
Diaframma,0.502197
We Were Promised Jetpacks,0.603329
Metal Church,0.598212
Young Marble Giants,0.562003
Zé Ramalho,0.604732
Wild Beasts,0.612107
I Cani,0.563407
Raul Seixas,0.607215
Amerie,0.617092
Fred Wesley,0.514626
Juliette and the Licks,0.530727
Black Lizard,0.457885
Flying Lotus,0.690636
Shinedown,0.675248
Cícero,0.507217
Monsieur Periné,0.620969
Dr. Octagon,0.51643
Tenacious D,0.647406
Son De Tikizia,0.459105
Waterloo Revival,0.472205
Anastacia,0.584049
Amadou & Mariam,0.630122
Los Tetas,0.585158
Sleep Party People,0.596442
Tervahäät,0.408435
Goblin,0.561834
КняZz,0.471745
Marcella And The Forget Me Nots,0.390955
Dave Matthews & Tim Reynolds,0.0
Joss Stone,0.636868
Baroness,0.617307
The All-American Rejects,0.638867
JoJo,0.752222
Stevie Ray Vaughan,0.648471
Camera Obscura,0.618874
Persefone,0.577261
The Cardigans,0.635663
Pollens,0.394034
Right Said Fred,0.583767
John Coltrane Quartet,0.577928
E Nomine,0.482046
Diana Ross,0.6559
The Dear Hunter,0.590201
Aeternus,0.481569
Benediction,0.543878
Me And My Army,0.519064
Georges Delerue,0.546746
Lord Huron,0.817398
Genitorturers,0.498981
Smith Westerns,0.59633
After Forever,0.611687
Abel Ferreira,0.464243
Hans Zimmer & John Powell,0.441126
Nicholas Hooper,0.576746
Firefall,0.522286
Sammy Hagar,0.628508
Hundredth,0.483593
Gonzales,0.67551
Uaral,0.447109
Aunt Martha,0.503364
Bette Midler,0.764411
Black Atlass,0.577523
The Essence,0.503586
Tony Levin,0.510046
Las Chaquetas Amarillas,0.391298
Capital Inicial,0.634868
Leeway,0.469844
April Wine,0.569709
Michael Schenker,0.561493
Karen Elson,0.562949
Serú Girán,0.556658
Denzel Curry,0.603521
Deadstar Assembly,0.526007
Aliados,0.557925
Glass Cloud,0.585816
Julie London,0.60286
Nocternity,0.401872
Stephen Stills,0.578543
Lamb,0.61304
Los Espíritus,0.515268
Lhasa de Sela,0.589903
ASP,0.596267
Stereoclip,0.554271
Of Mice & Men,0.62094
Gospel Gangstaz,0.496612
::M∆DE::IN::HEIGHTS::,0.486779
Kid Abelha,0.572135
Toxic Grind Machine,0.402157
D'espairsRay,0.559717
Dillinger,0.575932
Miranda Lambert,0.839382
Haluk Levent,0.577785
Hills Have Eyes,0.476636
Prozac+,0.538942
Feared,0.514799
Deafheaven,0.608028
Arcana,0.55045
Russell Crowe,0.559508
amber gris,0.424573
Carmen Consoli,0.755317
P.O.D.,0.643365
No Turning Back,0.563586
Robertinho do Recife,0.364351
石川淳,0.40038
France D'Amour,0.48894
Cacophony,0.448779
Dirty Three,0.561955
Stereo MC's,0.681359
Young Magic,0.582255
Bloodflowerz,0.427981
Noisuf-X,0.499673
Buena Vista Social Club,0.711601
Dragon,0.548567
Cannonball Adderley,0.613599
The Psycho Realm,0.55314
Lobo,0.606969
DevilDriver,0.647079
Gin Wigmore,0.686633
Grimes,0.808942
Patrick Stump,0.611026
Diamond Head,0.567502
Deltron 3030,0.609112
Michael Giacchino,0.594483
John Pål Inderberg,0.289758
Against Me!,0.638276
Rob Dougan,0.574086
Topi Sorsakoski & Agents,0.519293
Lanterns on the Lake,0.575172
Tim Maia,0.604929
Dorsal Atlântica,0.446179
Blind Faith,0.588982
The Game,0.754629
Blood Ceremony,0.571188
Third Eye Blind,0.616258
New Century Classics,0.452309
Pete Yorn & Scarlett Johansson,0.0
triciclo circus band,0.558621
عمر دياب,0.547809
Hester Prynne,0.498818
The Last Vegas,0.509313
Bulb,0.537511
Brigitte Bardot,0.603418
Ana Caram,0.492951
Lapsed,0.3603
The Battle Within,0.472501
Justin Hinds & The Dominoes,0.522321
Apanhador Só,0.604368
Chinese Man,0.629098
Warren Haynes,0.587155
Widespread Panic,0.609169
The Piano Guys,0.67942
Arcangelo Corelli,0.571881
Leaves' Eyes,0.602364
Venus Volts,0.328268
Soundgarden,0.704865
The Puppini Sisters,0.577648
Everything Everything,0.813907
ABBA,0.723936
Barenaked Ladies,0.670076
Jenny And The Mexicats,0.664235
Victoria Williams,0.479333
Александр Васильев,0.427647
Maxim Vengerov,0.558613
Savage,0.779991
B2K,0.581229
The Seatbelts,0.515501
John Waite,0.5708
N&O,0.513709
Negative,0.563275
Michael McDonald,0.604415
Ely Guerra,0.565417
Zeus,0.607634
Jamie Woon,0.612559
Vulture Industries,0.541535
Goatmoon,0.442747
Milo Greene,0.672031
The Pebbles,0.451182
Wolves At The Gate,0.594115
Ian Hunter,0.512357
Johnny Griffin,0.531329
Cocteau Twins,0.603084
Ben l'Oncle Soul,0.631049
Mullmuzzler,0.438316
Austin TV,0.540391
Sugar Kane,0.509672
The Birthday Massacre,0.616487
I Cosi,0.377338
Thomas Bergersen,0.619983
Antonín Dvořák,0.621728
Phoenix,0.792311
Almafuerte,0.548854
Deus Ex Machina,0.421916
Intimate Stranger,0.379204
Darkened Nocturn Slaughtercult,0.503039
