artist,hottness
Jaime Sin Tierra,0.494043
Irminsul,0.442505
Raya Real,0.519804
Linkin Park,0.863098
The Range,0.500206
Avatar,0.575084
Sharon Jones and the Dap-Kings,0.615043
Mary Chapin Carpenter,0.558097
Deeds of Flesh,0.614836
Small Faces,0.612201
Omnia,0.613817
Imogen Heap,0.647375
Gregorian,0.602375
Subway to Sally,0.574539
Vanessa Carlton,0.725677
大島ミチル,0.456455
DJ Khaled,0.81137
ZIP Skład,0.441981
Slash's Snakepit,0.565101
Blood Duster,0.488085
Trevor Morris,0.584032
Acutor,0.323564
Tarja,0.585717
The Airborne Toxic Event,0.620028
Konami,0.453925
Pete Rock & C.L. Smooth,0.593452
Άννα Βισση,0.377057
Butthole Surfers,0.5826
Hot Hot Heat,0.520919
Rebecca Ferguson,0.617482
Draconian,0.557273
Lucas Hamming,0.545474
Mad Season,0.616253
Birsen Tezer,0.541556
Alberta Cross,0.561862
Houston Calls,0.505438
Instrumental Core,0.552832
Deap Vally,0.594349
Paula Abdul,0.602627
Čechomor,0.435367
Death in Vegas,0.597826
D.R.I.,0.607332
Cyanide!,0.458342
Goldroom vs. M.A.M.,0.677261
Nat King Cole,0.712937
Javelin,0.574554
Raphael Saadiq,0.601775
Joachim Garraud,0.587183
Pompeii,0.513562
From Autumn To Ashes,0.568689
Gonjasufi,0.560857
Wintersun,0.60488
ONE OK ROCK,0.796409
Paloma Faith,0.829405
Kenny Chesney,0.836213
Black Widow,0.507051
Sleeping at Last,0.706079
Source Direct,0.450634
Erik Hassle,0.775086
Shpongle,0.609585
Netsky,0.638228
Night Ranger,0.609362
Rabia Sorda,0.532435
White Shoes & The Couples Company,0.560234
Rymdkraft,0.5102
Mat Kearney,0.771132
Bad English,0.57031
Barón Rojo,0.54516
Mystifier,0.47526
The Haxan Cloak,0.571591
Elkland,0.454715
Strikelight,0.348471
Magnificent Muttley,0.429686
Callenish Circle,0.492072
Gotan Project,0.668635
Kaizers Orchestra,0.623233
Bombecks,0.340155
Shooting Star,0.460511
alfabox,0.346348
Albert Hammond  Jr.,0.61301
Borah Bergman Trio,0.258629
Bee Gees,0.736291
A.C. Newman,0.520232
Allo Darlin',0.564438
Charles Lloyd,0.550314
Ginuwine,0.614015
Ash,0.589202
MaNga,0.608171
The Throne,0.479987
少女時代,0.722466
The Allman Brothers Band,0.66606
MC Hammer,0.781323
Enabler,0.582426
single core,0.344852
Capsule,0.540857
Gary Jules,0.599265
Frédéric Chopin/Arthur Rubinstein,0.689495
Streetlight Manifesto,0.628965
Paul Kalkbrenner,0.773358
Walls of Jericho,0.572055
Aesop Rock,0.631802
D/A/D,0.604672
Grouper,0.606106
Pure Reason Revolution,0.548002
Tina Dickow,0.567209
The Haunted,0.606029
The Meters,0.596183
Steve Rannazzisi,0.49592
Bebe,0.585492
Meja,0.543074
雅-MIYAVI-,0.0
The Fall,0.606252
Jeff Buckley,0.662426
Yellowjackets,0.473859
Autechre,0.607447
Azam Ali,0.57665
Nina Simone,0.702142
Znöwhite,0.399021
Obliteration,0.506955
Greg Howe,0.484208
Electrelane,0.511237
Héctor Lavoe,0.587022
Digital Leather,0.494429
フラワーカンパニーズ,0.485697
Dio,0.651535
The Blues Brothers,0.626416
Zeigeist,0.537517
Jessy Lanza,0.588233
Neutral Milk Hotel,0.641302
Shirley Bassey,0.634496
Orxata Sound System,0.418
Канцлер Ги,0.453699
Pyhä Kuolema,0.43845
Ved Buens Ende,0.489906
;   VIINII CD'S (H) | NATIRUTS - LUAU MTV (2003),0.347665
KęKę,0.680777
Jadon Lavik,0.522403
KT Tunstall,0.615398
Kosheen,0.603023
Brodka,0.579509
METZ,0.655824
Brainstorm,0.607946
Saint Vitus,0.583385
Halestorm,0.811005
The Orb,0.609485
Rebelution,0.637253
Prólogo,0.178002
JD McPherson,0.565087
Earl Sweatshirt,0.826107
Arthur Brown,0.557559
Samantha Fish,0.586324
Azaghal,0.485506
Richie Kotzen,0.60722
Ratatat,0.783623
Four Year Strong,0.613286
Nagel,0.465356
Us3,0.71657
Тнмк,0.46369
Giorgos Zampetas,0.422439
Crowded House,0.607397
Trooper,0.494751
Geoff Farina,0.474295
The Virgins,0.60103
Buckcherry,0.614949
Star Fucking Hipsters,0.562734
Donald Fagen,0.59977
Stabbing Westward,0.575042
Tinariwen,0.617198
Madness,0.643964
Leonard Bernstein,0.621209
David Sanborn,0.646274
Amelia Lily,0.592971
Paul Young,0.634653
Brand New,0.789928
Sex Gang Children,0.500896
Brian Wilson,0.776032
CCCP Fedeli Alla Linea,0.563239
The Psychedelic Furs,0.610066
Your Memorial,0.50512
Grim Reaper,0.519116
Rino Gaetano,0.655705
Feeder,0.595434
Why?,0.597123
Jetboy,0.483901
Dario Mollo & Tony Martin,0.247423
The Georgia Satellites,0.560529
Howard Shore,0.629092
Fito & Fitipaldis & Andres Calamaro,0.506807
Emma,0.604196
Dead Reptile Shrine,0.394235
Asterix,0.439099
KuTso,0.544219
Paul van Dyk,0.757158
Goatwhore,0.588241
Graveyard,0.613745
Silver Apples,0.510902
Dazaranha,0.517565
Juveniles,0.546429
Iwan,0.550811
Default,0.574414
Interpol,0.803315
Saga,0.582296
Klaus Badelt,0.644657
Kuricorder Quartet,0.40396
Vision Divine,0.54975
Epica,0.641913
Friska Viljor,0.581527
Norah Jones,0.771047
Mac Miller,0.6581
Bracia Figo Fagot,0.528434
Gordon Lightfoot,0.629142
Rick Ross,0.804431
Coal Chamber,0.582197
Damien Rice,0.761419
Anvil,0.57825
Oscar Peterson,0.61533
Robert Johnson,0.628076
Empyrium,0.582825
Son By Four,0.519616
Xasthur,0.553449
Marius Neset,0.487042
Landon Pigg,0.581269
Ottmar Liebert,0.560531
Bobby Darin,0.598456
Apati,0.46288
Dakota Suite,0.539662
Sonne Hagal,0.514752
This Will Destroy You,0.619151
Nekromantix,0.579473
La Santa Cecilia,0.584292
The Itch,0.394646
Michel Teló,0.807553
Dean Blunt and Inga Copeland,0.584468
Paluch,0.603795
Coma,0.642631
The Heavy,0.626501
Beth Orton,0.596082
FKA twigs,0.766413
Fisz Emade,0.56375
The Radio Dept.,0.610903
Evergrey,0.605721
Ashanti,0.647928
Javier Barría,0.424161
George Harrison,0.687088
Die Sektor,0.47392
Take That,0.832239
Ziggy Marley,0.643093
Stacy Barthe,0.509765
Magazine,0.579018
Francesco De Gregori,0.759029
Thaw,0.498471
Tony Joe White,0.584611
El Gran Silencio,0.605292
Fear of Eternity,0.454309
Simple Minds,0.770432
Sir Sly,0.622514
Jona Lewie,0.527868
Incredible Bongo Band,0.519934
Glen Check,0.557831
Mike Stern,0.576432
Susanna,0.504395
Cage the Elephant,0.79303
Dr. Dre,0.764236
Scale the Summit,0.583002
Televisor,0.599294
Ruth Brown,0.556433
The Bar-Kays,0.571932
Big Star,0.614715
MGMT,0.755041
The eyes of a traitor,0.505837
Gloria Estefan,0.639281
Kenny G,0.630635
Fleet Foxes,0.649705
Newsted,0.551077
Public Image Ltd.,0.606671
Joanna Newsom,0.572037
Bone Thugs-N-Harmony,0.646578
Darkthrone,0.601285
Magnum,0.501157
The Rasmus,0.616568
Fiva & Das Phantom Orchester,0.512631
Cauldron,0.490707
Galadriel,0.440843
Thursday,0.600048
Icon for Hire,0.634722
Dixie Aces,0.433922
Savages,0.519656
Ennio Morricone,0.641795
Aqua Nebula Oscillator,0.457509
Haken,0.597267
The Other Colors,0.45632
Pangea,0.516197
Laura Pausini,0.802036
Bela B.,0.551187
Superjoint Ritual,0.538282
Vanity,0.492134
Good Charlotte,0.642858
Jan Delay,0.581893
Nasenbluten,0.466245
Charlie Daniels Band,0.627927
Sofa,0.516307
Jimi Tenor,0.548932
Coke Bust,0.496201
Two Steps from Hell,0.705886
Falkenbach,0.558765
Cuarteto Cedrón,0.39527
Eskimo Callboy,0.625088
Shadow Shadow Shade,0.374043
Intervals,0.493251
Me & My,0.517093
Earth  Wind & Fire,0.74612
Fat Freddy's Drop,0.60905
Shania Twain,0.801736
New York Dolls,0.598125
New Politics,0.717294
Young Galaxy,0.607288
Cathedral,0.570245
Hooray For Earth,0.582765
Isis,0.614344
Fuck...I'm Dead,0.435243
Discordance Axis,0.499838
Aṣa,0.408596
Hour of Penance,0.555978
Vinnie Moore,0.517392
Sad Boys,0.295207
Don Henley,0.637707
Gene Autry,0.558956
Asgard,0.447694
Transatlantic,0.554317
Talk Talk,0.603229
Extreme Noise Terror,0.571644
The Everly Brothers,0.607572
Savatage,0.596788
Isaac Hayes,0.608017
Silverstein,0.619017
Dokken,0.581597
Aly & Fila,0.633119
Soccx,0.422433
Gods of Blitz,0.418956
Lone,0.654545
Roomful Of Blues,0.503161
Slayer,0.665967
Nevermore,0.584178
Deee-Lite,0.592484
Atoms for Peace,0.552596
Korzus,0.493049
Keith Richards,0.495445
Von Hertzen Brothers,0.684061
Switchblade Symphony,0.553229
The Wanted,0.655497
Isa,0.760474
Donatan,0.552145
Annathema,0.32969
Balzac,0.535247
Bebo & Cigala,0.513922
Anouk,0.79533
Shotgun Messiah,0.407136
Bo Bruce,0.572146
Engenheiros Do Hawaii,0.608007
Cassius,0.6024
Chic,0.801196
Dreamscape,0.50254
Marc Streitenfeld,0.561714
Rilo Kiley,0.613318
Rip,0.518494
Pat Metheny,0.619863
Roy Buchanan,0.564545
Alex Anwandter,0.57429
Rose Tattoo,0.547114
Bomba Estéreo,0.665641
Stephen Marley,0.635201
The Pipettes,0.562096
The King Khan & BBQ Show,0.578049
Art Blakey,0.636839
Joe,0.635675
Mercenary,0.563909
Amanda Palmer,0.61966
Dean Martin,0.653356
Dantesco,0.451361
Natalia Lafourcade,0.810621
Young Sam,0.488439
The Academy Is...,0.58523
Never Shout Never,0.629283
Henry Mancini,0.611833
Sick of It All,0.607952
Nel Dubbio,0.300743
The Derek Trucks Band,0.589902
Bonnie Raitt,0.742005
Mahavishnu Orchestra,0.575583
Dwarves,0.55486
Mick Jagger,0.61295
Beady Eye,0.602784
Pond,0.636487
Agnostic Front,0.609392
Falcon Funk,0.516286
Jane's Addiction,0.629136
Anthony Strong,0.525762
Lindsay Lohan,0.62738
Holocaust,0.438133
Baptism,0.441975
Orden Ogan,0.582933
Владимир Высоцкий,0.510349
Adrian Lux,0.607038
René & Angela,0.479707
King Kronos,0.351922
Warlord,0.503328
Modeselektor,0.620951
Razor,0.490034
Inocentes,0.480902
Ludwig van Beethoven,0.643496
Goldfish,0.747958
The Vegas Wake Up,0.39876
Los Tigres Del Norte,0.775062
Triumph,0.555723
Is Tropical,0.599212
Tegan and Sara,0.650658
Crazy Lixx,0.553178
Terrorizer,0.495372
Chick Corea,0.614863
Death Breath,0.49131
Immortal,0.612819
Abel Ganz,0.468014
Macaco,0.779971
Shining,0.607871
Jacek Kaczmarski,0.564769
Puddle of Mudd,0.637954
Él mató a un policía motorizado,0.581182
Manic Street Preachers,0.657053
Korn,0.753409
Lust for Youth,0.583872
The English Beat,0.56098
Plaid,0.577331
The Meteors,0.562456
Caparezza,0.623934
Mylène Farmer,0.62191
Mungo Jerry,0.596637
Mother Love Bone,0.582729
Saurom,0.582478
Protest the Hero,0.603576
Inti-Illimani,0.594414
Clap Your Hands Say Yeah,0.604563
Hermética,0.473725
Italobrothers,0.798789
KC and The Sunshine Band,0.633452
MyGrain,0.511818
Månegarm,0.578613
Baby Mammoth,0.512475
Rosana,0.639892
Iommi,0.483659
Paul McCartney & Wings,0.468658
Eucharist,0.499763
Illya Kuryaki And The Valderramas,0.595363
Hilary Duff,0.830968
Rakim,0.607327
San Fermin,0.692006
The Sounds,0.602773
Bombino,0.591728
Gotye,0.814793
Switchfoot,0.623045
Naked Eyes,0.578
Pure Saturday,0.468306
DGM,0.55295
Six Feet Under,0.602863
Devin the Dude,0.564473
The Dandy Warhols,0.629109
Galaxie 500,0.593904
Cytotoxin,0.509371
The Raconteurs,0.623215
Soap&Skin,0.606811
SBTRKT,0.759313
The Temptations,0.657138
MC5,0.562397
Kevin Rudolf,0.591624
Tom Keifer,0.458659
Gemelli Diversi,0.552123
A Banda Mais Bonita da Cidade,0.604087
Lucy Spraggan,0.63955
Bury Me Deep,0.438052
Чиж & Co,0.516185
Lost in the Trees,0.571068
Big Sean,0.896284
Kitaro,0.600666
Michael Franti & Spearhead,0.620152
Galactic,0.596445
Action Bronson,0.847016
July Talk,0.694781
Cavalera Conspiracy,0.602775
Nightingale,0.558697
Sinner,0.513089
Pentaphobe,0.474972
Ekhymosis,0.513494
Capleton,0.613237
Nick The Nightfly & The Monte Carlo Nights Orchestra,0.366334
Teddy Geiger,0.575839
Kitten,0.574207
Tropic of Cancer,0.568769
Agent Steel,0.502171
Nelson Cavaquinho,0.49862
Shocking Blue,0.647665
Dizzee Rascal,0.690423
Girls,0.612615
Hey,0.607771
Hel,0.571634
Fool's Garden,0.58864
Los Hermanos,0.645009
Isac Elliot,0.615931
Samantha Barks,0.566523
Eyes Set to Kill,0.622421
Hey Jimi,0.099576
Doktor Kosmos,0.503637
The Miracles,0.575605
Incubus,0.811997
Mohsen Namjoo,0.574547
Brian Setzer,0.558958
Skunk Anansie,0.733654
Voivod,0.573881
Miley Cyrus,0.835418
Trio Chemirani,0.361799
SG Wannabe,0.462672
Betraying the Martyrs,0.611238
Robin Beck,0.487384
The Sunday Drivers,0.515364
NOFX,0.641112
Joie De Vivre,0.511984
Big Bad Voodoo Daddy,0.587783
Кожаный Олень,0.456882
Creed,0.644167
Thy Catafalque,0.498011
Cats In Boots,0.459686
Mano Negra,0.583901
Manowar,0.637465
Afromental,0.572568
Émilie Simon,0.597373
The Bad Plus,0.586624
Neun Welten,0.517723
Smokey Robinson,0.628909
Dying Fetus,0.602636
Glorior Belli,0.509064
Listening,0.555076
Alternative TV,0.485743
Tedeschi Trucks Band,0.61283
Adanowsky,0.609014
We Are the Fallen,0.582582
Stealing Eden,0.533401
Chelsea,0.515571
Beware of Safety,0.587079
Skylar Grey,0.843848
GG Allin,0.582698
Rustie,0.618775
Joshua Radin,0.754067
Driller,0.418636
Pistol Annies,0.630878
Sun Eats Hours,0.444958
Jim Croce,0.634836
성시경 (Sung Shi Kyung),0.704404
SHINee,0.813891
Scala & Kolacny Brothers,0.602337
Clan of Xymox,0.599828
Maxïmo Park,0.610913
Egotrippi,0.654648
Ewert and the Two Dragons,0.770252
Barrington Levy,0.592955
The Decemberists,0.793608
Faces,0.591979
Lou Christie,0.521701
Gondwana,0.613135
Hermana Glenda,0.590626
Queen,0.873019
Ciara,0.835495
Orleans,0.555154
Jet,0.61916
Downset,0.537435
Jem,0.624865
Blind Guardian,0.636959
Of Monsters and Men,0.862753
Markus Schulz,0.676668
Cosmetic,0.486362
Scar the Martyr,0.576816
Cannibal Corpse,0.616755
Palma Violets,0.666215
Little Mix,0.785021
Edward Sharpe & The Magnetic Zeros,0.726228
Weekend,0.613181
Alias,0.546796
Gym Class Heroes,0.648694
Carole King,0.671072
Frank Gambale,0.514682
Kick Axe,0.431158
The Lumineers,0.747079
The Antlers,0.631036
Bigelf,0.464115
The Reign Of Kindo,0.574579
Necrophobic,0.576054
Barbra Streisand,0.771736
Mecano,0.665527
Crim3s,0.57597
Stan Getz,0.618492
[Various],0.626178
フジファブリック,0.499541
The Verve Pipe,0.57244
The Cowsills,0.569792
Juan Ravioli,0.308897
September,0.648685
Bananarama,0.611502
Black Strobe,0.58087
Hello Seahorse!,0.608857
Eptic,0.606425
Between the Buried and Me,0.617938
Nadar Solo,0.24235
Selena,0.752823
Robin Trower,0.602958
Red Indian,0.281301
Natalia y La Forquetina,0.530974
VNV Nation,0.609053
Dado Polumenta,0.498086
Liz Phair,0.601744
Wojciech Kilar,0.509072
CCCP,0.484759
The Strypes,0.716215
Absurd,0.511609
Xavier Rudd,0.757338
Torture Squad,0.483789
Boards of Canada,0.650934
Autopsy,0.552167
Clinic,0.578686
Efek Rumah Kaca,0.536339
Haerts,0.703426
George Thorogood & The Destroyers,0.630447
Babylon Bombs,0.488629
Exhumer,0.259651
Exhumed,0.566878
David Arnold,0.56493
Erik Mongrain,0.583804
Underoath,0.614268
Gareth Emery,0.682125
I Mother Earth,0.671235
Ancient Necropsy,0.421022
Saint Pepsi,0.577534
Circle II Circle,0.552169
Nelson Gonçalves,0.564654
Carpenters,0.729399
DCVDNS,0.593616
Myslovitz,0.603098
Нейромонах Феофан,0.468499
Nightmares on Wax,0.631894
Black Lips,0.618019
Martin Garrix,0.936819
Kaleidoscope,0.514606
Ace Frehley,0.6107
Belinda Carlisle,0.622617
Julio Bashmore,0.608932
Editors,0.678142
Swans,0.633645
Marisa Monte,0.684486
The Head Cat,0.541126
Highland Glory,0.492
Ronan Keating,0.69668
Bob Dylan and The Band,0.484825
Belleruche,0.591677
Jerry Cantrell,0.584525
Oh  Sleeper,0.59429
МакSим,0.489433
The Herbaliser,0.599272
Shovels & Rope,0.610771
Lacrimosa,0.610074
Dustin O'Halloran,0.594945
Tyler  the Creator,0.893808
blink-182,0.802919
The Fabulous Thunderbirds,0.50706
Clutch,0.599575
Virginiana Miller,0.493995
Laura Nyro,0.578991
The Story So Far,0.644556
Juicy J,0.795791
Chris Botti,0.604804
Ryan Adams & The Cardinals,0.282366
DJ Food,0.570543
Frightened Rabbit,0.604878
Peter Andre,0.571572
Dr. John,0.617175
Stone Sour,0.691517
The S.I.G.I.T,0.499068
Julien-K,0.552595
My Brother the Wind,0.511837
Carpathian Forest,0.587317
Orchestral Manoeuvres in the Dark,0.618974
Citizens!,0.645198
Dark Moor,0.582128
Bleed from Within,0.556452
King Krule,0.624779
Chuck Berry,0.656364
Witchcraft,0.597348
Darko Rundek,0.571638
Rev Theory,0.603431
Elio e le Storie Tese,0.605067
Mnemic,0.503602
Juana Fe,0.464836
Ali Azimi,0.495335
Gothic Slam,0.344979
Speedwolf,0.499028
Nicole Scherzinger,0.73479
Die Mannequin,0.514919
Andrea Berg,0.603947
Ylvis,0.731349
Gita,0.465652
The Darkness,0.631181
Lana Del Rey,0.890716
Cheap Trick,0.642615
Jards Macalé,0.496478
Alien Vampires,0.560243
Die Verbannten Kinder Evas,0.498709
Norrsköld,0.43989
Juan Luis Guerra,0.691398
Mangobay,0.307628
Nina Nesbitt,0.618013
Alexander O'Neal,0.582116
Alexandra Stan,0.770917
Der Weg einer Freiheit,0.658778
Iron & Wine,0.747302
Disarmonia Mundi,0.589742
Louis-Jean Cormier,0.725585
Kurt Elling,0.580181
ohemgee,0.371313
Cueio Limão,0.437567
Hard-Fi,0.59153
Venetian Snares,0.624584
Twisted Insane,0.597605
Shy FX,0.579618
Misser,0.503624
Arctic Monkeys,0.885669
Milo,0.563963
Vangelis,0.688724
Superguidis,0.450128
Brian Bromberg,0.510637
Robert Plant & Alison Krauss,0.291663
Danny Byrd,0.589821
Christmas Carols,0.513833
Ken Boothe,0.566575
J Balvin,0.871436
Electrosoul System,0.504175
Holy Moses,0.507837
Bleedead,0.340804
Omen,0.505935
The Little Willies,0.513944
Plaag,0.357525
FIDLAR,0.624761
Chris Stills,0.49219
Heli Kajo,0.51672
Rahat Fateh Ali Khan,0.692214
Exivious,0.505615
Keldian,0.498621
Fitness Forever,0.47606
Lester Young,0.600034
Les Baxter,0.490825
Heather Dale,0.516889
Martha Munizzi,0.564609
Mustasch,0.597898
Celeste,0.550816
Vader,0.607814
Gal Costa,0.642015
Kishi Bashi,0.623335
Ibrahim Ferrer,0.544617
Magic Slim,0.499791
Damn Yankees,0.515826
Atlas,0.516124
La Chicana,0.50926
Now  Now,0.606839
Rhaissa Bittar,0.465495
Gregory Porter,0.821208
Ultimate Spinach,0.550532
Mutiny Within,0.543413
Seu Cuca,0.516292
Death Grips,0.797284
Paul Stanley,0.521776
Gabriela Gunčíková,0.427365
Landscapes,0.565599
4Lyn,0.516902
Anna Murphy,0.49109
Helene Fischer,0.822289
Stelios Kazantzidis,0.513362
The Growlers,0.63056
Azari & III,0.603235
Steelwing,0.504576
Father John Misty,0.806503
Powerglove,0.56117
The New Pornographers,0.669093
Graveola e O Lixo Polifônico,0.497122
Tokio Hotel,0.811292
Vive La Fête,0.570861
Koop,0.599628
Celldweller,0.626385
Andreas Vollenweider,0.566031
Heretic,0.469193
Disperse,0.55688
Yasemin Mori,0.557402
Frejat,0.603605
Chris Cornell,0.632149
Tyga,0.773779
Garras de Amor,0.488649
Joe Satriani,0.636175
Bernard Herrmann,0.509279
The Cult,0.614351
The Pack A.D.,0.602752
John Fogerty,0.624893
Warbringer,0.514832
Rael,0.551253
Blee,0.330077
Ночные Снайперы,0.511677
M.I.A.,0.736707
Bob Wayne,0.558041
Art Garfunkel,0.562613
Bruno Mars,0.898038
Rumer,0.757092
Unsun,0.558793
DJ Mehdi,0.567486
DIR EN GREY,0.613154
Pino Daniele,0.734854
Pnau,0.616729
Minor Alps,0.504698
John Frusciante,0.635733
The Violet May,0.394635
The Rembrandts,0.57954
The Spinners,0.594832
Hexperos,0.496464
Timbaland,0.661038
Indians,0.590853
Joe Day,0.460069
Rammstein,0.733272
Tyler Hilton,0.603387
Mad Professor & Lee Perry,0.443513
Catoni,0.0
The Christians,0.554621
Professor Green,0.655784
The Black Angels,0.620444
The Turtles,0.614984
Flotsam and Jetsam,0.540408
The Bangles,0.635047
Paul Chain,0.466386
Strawbs,0.538496
The Sensational Alex Harvey Band,0.516659
Stand High Patrol,0.56807
Jason Walker,0.608177
64Revolt,0.483563
The Civil Wars,0.646694
Buddy Holly,0.65099
Girlschool,0.516318
Coldplay,0.939749
Totally Enormous Extinct Dinosaurs,0.614657
No Te Va Gustar,0.773645
Junior Murvin,0.55943
Nancy Priddy,0.332339
Samantha Fish  Cassie Taylor & Dani Wilde,0.233358
DJ Lucifer,0.151623
Elevators To The Grateful Sky,0.384556
Okkervil River,0.596394
Deep Dive Corp.,0.548067
Michael Dulin,0.547013
Takeharu Ishimoto,0.455065
Brent Gunter,0.315605
The White Stripes,0.809902
Prophilax,0.41016
Vance Joy,0.911585
長沼英樹,0.428392
ODESZA,0.801052
Sheila On 7,0.623113
Creature With The Atom Brain,0.496157
HeavensDust,0.525248
Czesław Niemen,0.561467
Rancid,0.64203
Groove Coverage,0.713675
The Cinematic Orchestra,0.655327
Stevie Nicks,0.64698
Flaud Logic,0.28503
Prime Circle,0.559968
Junkyard,0.501137
Q and Not U,0.50814
Mr. Scruff,0.615569
Christian Kjellvander,0.561443
Marianne Faithfull,0.611503
Dandylion,0.440973
Duffy,0.653145
Volcano Choir,0.588623
Mikky Ekko,0.634686
Black Sun Aeon,0.516009
Deorro,0.899655
Rory Gallagher,0.618934
Stars of the Lid,0.602194
DANGERDOOM,0.583719
McCoy Tyner,0.582315
Edge of Sanity,0.550935
Teenage Suicide,0.332965
The Knife,0.618707
Violent Force,0.425798
883,0.566674
Garth Brooks,0.810933
Gianluca Grignani,0.724363
War,0.609855
Pride & Glory,0.545272
The American Analog Set,0.558107
Lifelover,0.574732
Porter Robinson,0.65578
Felix Mendelssohn,0.628
Taste,0.534522
The Damned,0.615534
Disciples of Power,0.322614
De/Vision,0.577287
Aimee Mann,0.607499
Tigertailz,0.481032
Travis,0.743421
We Butter the Bread With Butter,0.602396
Matthew Herbert,0.569929
Sugar Ray,0.615247
Isosine,0.463205
Circa Survive,0.626765
Miami Horror,0.714206
Zabranjeno Pušenje,0.503454
C.S.I.,0.52304
Biohazard,0.583138
Pendulum,0.636902
Chambao,0.574304
Fink,0.743387
Planet Funk,0.581215
Ai Laika!,0.394173
Placebo,0.750063
Le Youth,0.757306
Alcatrazz,0.520738
The Rezillos,0.553437
Powerwolf,0.584632
Band Aid,0.539791
Dominguinhos,0.523224
Bandabardò,0.571792
Jorge Drexler,0.590412
Villagers,0.72886
Hocico,0.561712
The Beets,0.523376
Janelle Monáe,0.795214
Blackmore's Night,0.590391
Haikaiss,0.614529
Yeasayer,0.62244
Sean Kingston,0.64694
Framing Hanley,0.59765
Fanfare Ciocărlia,0.583144
The Red Jumpsuit Apparatus,0.634941
ObstinatO,0.0
Tale of Us,0.604903
Blitz,0.554735
The Lebron Brothers,0.465167
Snow Patrol,0.72715
Au Revoir Simone,0.594903
America,0.642879
Peter Tosh,0.639321
Caravana,0.492164
Justin Timberlake,0.853796
Sak Noel,0.782668
Skinny Puppy,0.602209
Obús,0.565864
Papa,0.560333
Frankie hi-nrg mc,0.572904
Kim Carnes,0.595343
Glen Hansard & Markéta Irglová,0.575612
Lunatica,0.511915
Sarcófago,0.565163
Satanika,0.433174
EVE 6,0.590675
Inner Circle,0.592744
Zeca Baleiro,0.569461
Sex Pistols,0.649046
Solomon Burke,0.584148
Andrew Stockdale,0.505736
Blue October,0.652691
Steppenwolf,0.626368
Foxy Brown,0.576532
STS9,0.607725
Spindrift,0.511091
Vomitor,0.456697
Racer X,0.546982
The Dirty Urchins,0.221364
Entrails,0.524582
Manitú,0.477396
Ska Cubano,0.517664
Enslaved,0.6052
Brontide,0.552569
Devin Townsend,0.61478
Jessie J,0.933259
Band of Skulls,0.614812
Factory Floor,0.558764
Sportfreunde Stiller,0.627152
Richard Strauss,0.615366
DJ Earl,0.502897
Boris,0.573032
Sonic Youth,0.653701
Prince Far I,0.53819
Petula Clark,0.612179
Black Ox Orkestar,0.480087
Emily Wells,0.574077
Casper,0.619985
Assück,0.457189
Wisin & Yandel,0.729546
John Zorn,0.58217
CLAIR OBSCUR,0.401426
Nick Lowe,0.594272
Athuzela Brown,0.284921
Fallujah,0.6004
The Answer,0.604401
The Jacksons,0.623391
Пикник,0.577047
Beacon,0.592332
Drowning Pool,0.63427
Wale,0.844283
At the Drive-In,0.614709
Vince Guaraldi Trio,0.59657
One Little Plane,0.461044
Uochi Toki,0.533224
Leize,0.428197
MASS OF THE FERMENTING DREGS,0.493257
Dave Liebman,0.451288
The Spook School,0.494352
Wolfsbane,0.452693
Julio Jaramillo,0.551162
We Came As Romans,0.6421
Woods,0.610298
The Maccabees,0.645663
Tones on Tail,0.55355
The Communards,0.564576
Low,0.623483
Angel Witch,0.516134
BoBmo,0.514027
Infected Rain,0.545428
Die Roten Rosen,0.410524
Bathory,0.587085
Wilhelm Kempff,0.5169
Ash Grunwald,0.527451
Raubtier,0.603219
Knorkator,0.58335
Attila,0.632625
Niflheim,0.393326
Ария,0.560126
Jawbox,0.549427
DJ Cam,0.626508
Winds,0.44443
Septicflesh,0.572965
Omar A. Rodriguez-Lopez,0.451423
Porter,0.592924
Los Amigos Invisibles,0.603124
Joan Osborne,0.603552
Ostzonensuppenwürfelmachenkrebs,0.42202
Beat Service,0.578638
Staind,0.643393
Velvet Revolver,0.605112
Rebellion,0.553519
Duff McKagan,0.509721
Trevor Hall,0.616235
047,0.537608
Maroon 5,0.987806
Trace Adkins,0.637512
Sola Rosa,0.558548
Burning Spear,0.616088
Dead World,0.354548
Wouter Hamel,0.56307
Boxcutter,0.520022
Eddie Money,0.621191
Paul Cardall,0.594011
Dinah Washington,0.626379
Cassidy,0.584647
Jon Bon Jovi,0.586379
The Martinez Brothers,0.613484
Cargo,0.499188
Violetta,0.514432
The Divine Comedy,0.599624
Falls of Rauros,0.496059
Pillar,0.598716
Crystal Waters,0.579147
iamamiwhoami,0.609075
Al Jarreau,0.606124
Montrose,0.556137
San Cisco,0.756596
Billy Bragg,0.613501
Steve Hauschildt,0.530984
Jenny Wilson,0.568261
日比野則彦,0.423565
High Fashion,0.519498
Psychonaut 4,0.547916
Tristen,0.513999
Hi-Fi (MP3crazy.ru),0.486269
Piero Pelù,0.50097
Grauzone,0.517476
Fun Lovin' Criminals,0.577946
Vista Chino,0.53121
Duke Ellington,0.669658
Rachid Taha,0.582755
Lipps  Inc.,0.609681
Aterciopelados,0.613172
Wire,0.732146
Not Otherwise Specified,0.432449
Ramp,0.510692
Faichecleres,0.393321
TOKiMONSTA,0.623893
