melodic speed metal,0.01049322903126959
harsh electro,0.01068706925347153
dub techno,0.012165251469592048
psychedelic dub,0.014992681672565499
dark rock,0.01528202547326527
postcore,0.015398302764844243
techstep,0.01541033275872976
darkstep,0.01567152483933541
noise punk,0.015679720812482804
crust,0.017221903298087947
80s hair metal,0.017456174450687707
christian death metal,0.01757884242015281
euro disco,0.0178423580062044
chilean pop,0.0183783783784347
russian alternative,0.018662838392095947
christian contemporary,0.018734633666609473
apocalyptic folk,0.01919730358480656
garage blues,0.0192299151752198
progressive black metal,0.0200621212892445
digital hardcore,0.020215591556465358
electro trance,0.020404019896476455
euro-house,0.020439764633017294
neotrance,0.02098781779660975
harsh ebm,0.02100980660052993
thrash core,0.021632748875970657
lounge music,0.02186666666665281
old school punk,0.02197583921696172
japanese metal,0.02231583933949481
polish alternative rock,0.022648848735787572
political folk,0.022814863667318542
old school death metal,0.023808387804723875
christian hard rock,0.02412220184078337
finnish death metal,0.024380025138151178
retro swing,0.024728771440658406
industrial black metal,0.02498573408323334
italian folk,0.02510208179934336
space music,0.025186425201573163
jazz blues,0.02520219955105601
new orleans funk,0.02528681413091725
trancestep,0.025382677775588943
christian hip hop,0.025462498495121916
drone rock,0.02622633305658824
spanish folk,0.026873212848094193
contemporary gospel,0.027129442314029292
chicago house,0.027236694568269677
stoner sludge,0.02725661421409006
60s garage,0.02761580492576914
drone metal,0.028007761186872454
polish death metal,0.028158441422325195
traditional doom metal,0.028296602167138012
contemporary flamenco,0.028316815191170505
technopop,0.028355520672950753
uk hip hop,0.028740805514052843
new age music,0.02894670530419044
cosmic disco,0.029068761463108547
cyber metal,0.02968534195141493
progressive jazz,0.02969359071913637
reggaeton,0.029954178816284736
crust punk,0.03077720782956121
mod revival,0.03091307523743596
rock gaucho,0.03110313594798054
acoustic pop,0.031463476856028585
urban folk,0.03149416619535277
freakbeat,0.03165041352915057
japanese alternative rock,0.03201426630436195
bay area thrash metal,0.03236783537082846
french metal,0.03244005641747104
sludge doom,0.03269905782371938
classic thrash,0.032980204826320934
vocal house,0.03304166477761071
gothic doom,0.033455966888956135
russian folk,0.03384708371111229
old school hardcore,0.03385694677437256
bay area thrash,0.03415798471113149
dirty rap,0.03423061184549081
hyperdub,0.03423566878979582
spanish indie rock,0.03426791277259941
gothic doom metal,0.03429907258369875
dark electro,0.034581170112661624
christian rap,0.03481279345079226
traditional heavy metal,0.03496711504772967
chicago punk,0.035000746107873904
british heavy metal,0.03501318830100095
funky house,0.035187482755059035
british punk rock,0.035236616230796367
eurobeat,0.03525882711028169
western swing,0.03527787834909517
hardcore metal,0.03542687945751302
experimental rap,0.035613682792014406
christian punk,0.03578057798234647
italian hardstyle,0.035848811533996064
indie electro,0.03586833696513381
ambient breakbeat,0.03680214342852296
italian hip hop,0.037114182919880626
punk hardcore,0.03746250558424699
german music,0.03854625550652242
contemporary celtic,0.03877511215137668
bubblegum dance,0.03919438654178282
turkish pop,0.0395347009352518
dancehall reggae,0.040084990327483944
memphis rap,0.040893483018193136
british trad rock,0.04106842187070342
zydeco,0.041493286612020536
classical pop,0.041809639444554896
emo violence,0.041964084062498734
ambient dub,0.0422128918197333
third wave ska revival,0.04258857602252941
rock francais,0.04287860166601269
german metalcore,0.04290196078431559
experimental electronic,0.04329707294359334
polish rap,0.04413921856233468
piano blues,0.04454400329569078
dub reggae,0.04464592854678029
northern soul,0.044674120742492766
afropop,0.044774606484320516
acoustic blues,0.04515679704851998
raw black metal,0.04536879807464435
renaissance,0.04538336858883908
italian disco,0.045922161448167825
cowpunk,0.04621590972472904
anarcho-punk,0.046442324438383184
cyberpunk,0.046464293496090395
british rap,0.046533753770446676
spanish music,0.046577055329849563
emotional electronic,0.04668250134734066
piano jazz,0.04688649588663213
posi hardcore,0.04719788783414204
emo punk,0.04737911333860749
straight edge hardcore,0.04775642346858504
late baroque,0.048011810391750495
conscious reggae,0.04876129487417068
japanese indie,0.04893722978953642
ragtime,0.04924543288319078
new zealand music,0.049265320163172664
merseybeat,0.04929895974674119
psychobilly,0.049580784889712036
glam punk,0.04972440483169831
new york rap,0.049784616637437384
new prog,0.049822164115153486
female rap,0.05037940782628104
skacore,0.050758721588952435
italian metal,0.051141835227575747
depressive black metal,0.051236652374188715
progressive electronic,0.051348569854670394
nintendocore,0.05205205138311339
contemporary worship,0.052524028284779596
polish alternative,0.052773992296392375
deathrock,0.05359900690118239
darkcore,0.05362722743018513
guitar rock,0.05490769009344365
geek rock,0.05506383694606979
broken beat,0.05558527842250839
detroit techno,0.05563806351674852
british ska,0.0557585716386484
brutal technical death metal,0.05589468265068009
samba rock,0.05599097122068676
traditional metal,0.056192959098262094
old school rap,0.056231868829073064
blues guitar,0.05642023474589078
euro-trance,0.05701680850708299
deep funk,0.057301877707972494
texas blues,0.05755061913861434
detroit rap,0.057800241867873366
british psychedelia,0.05782387615528922
classic jazz,0.05784010792142692
trash metal,0.058092754576368144
brazilian christian,0.0587151132174872
modern blues,0.058871457564767006
mexican ska,0.05893782383418563
mainstream jazz,0.05955977557181687
swedish rock,0.05989601083410534
melodic trance,0.06012436357062923
space disco,0.0601863628190255
mittelalter rock,0.06106215112134453
classic russian rock,0.06128392367923477
true black metal,0.06156058732469845
frat rock,0.06267895549746566
japanese hip hop,0.06301077815937628
experimental hip hop,0.06305817450092216
afrobeat,0.06307832659970515
pop folk,0.06357786357794393
argentinian rock,0.06447208138083385
power noise,0.06463855238791051
post-black metal,0.06532919191405037
dutch hardcore,0.06561945781609403
irish indie,0.06566164154102987
folk revival,0.0657035098205323
