c80
1	metal	0.0353421426891	0.0629036381255
2	heavy metal	0.0243915738439	0.0395859528081
3	death metal	0.00994904414592	0.0373351804799
4	thrash metal	0.00864933197295	0.0316244304933
5	hard rock	0.0262849366157	0.0148972526876
6	black metal	0.00623980666425	0.0130375707438
7	grindcore	0.00152417240804	0.0117713149661
8	speed metal	0.00450430041903	0.0111089429641
9	power metal	0.00631553986974	0.0097415291768
10	blues	0.0144644405706	0.00911238123424

c81
1	pop	0.0600139387734	0.034835613659
2	latin	0.00513838740669	0.0155436180535
3	symphony	0.000548187414755	0.013588562027
4	male vocalist	0.00209952907284	0.0125006311171
5	dance	0.0130514528626	0.00759580312943
6	finnish pop	7.14520054164e-05	0.0067787352605
7	electropop	0.00363287495782	0.0062879115793
8	electronica	0.00841318669261	0.00537907310038
9	latin rock	0.000443935905591	0.00520594617498
10	samba	0.00120169569321	0.004663917141

c82
1	metal	0.0353421426891	0.0399814488879
2	hard rock	0.0262849366157	0.0356500454257
3	heavy metal	0.0243915738439	0.0320817367193
4	thrash metal	0.00864933197295	0.0200133029692
5	rock	0.0962824650689	0.015583327482
6	banda	0.000435308855329	0.0113095693943
7	speed metal	0.00450430041903	0.0107508619212
8	black metal	0.00623980666425	0.00841494116041
9	stoner rock	0.00155177164344	0.0075303110681
10	90s	0.0165577175457	0.00668192774458

c84
1	classical	0.0064733918233	0.0313658128244
2	rock	0.0962824650689	0.0252233572506
3	ambient	0.00681781392985	0.0138964302803
4	progressive rock	0.00739575372867	0.0135159832943
5	folk	0.0142020782423	0.0108934699219
6	classic rock	0.0114914289271	0.00711334568137
7	soundtrack	0.0157092586532	0.00673201851155
8	world music	0.00098780624484	0.00599359366331
9	experimental	0.00860834703517	0.00588803084709
10	alternative rock	0.0179086745493	0.00530330134361

c273
1	heavy metal	0.0243915738439	0.049469043268
2	metal	0.0353421426891	0.0471802632583
3	hard rock	0.0262849366157	0.0237542875028
4	thrash metal	0.00864933197295	0.0222772495579
5	power metal	0.00631553986974	0.0194604162826
6	speed metal	0.00450430041903	0.0165906633946
7	rock	0.0962824650689	0.0161505755418
8	80s	0.0214032401676	0.00989555878851
9	death metal	0.00994904414592	0.00763092994057
10	progressive metal	0.00525891178836	0.00695395696803

c270
1	metal	0.0353421426891	0.0465454903739
2	heavy metal	0.0243915738439	0.0389759709643
3	thrash metal	0.00864933197295	0.0227976887258
4	hard rock	0.0262849366157	0.0211557086417
5	death metal	0.00994904414592	0.0189540790866
6	black metal	0.00623980666425	0.0130192965254
7	power metal	0.00631553986974	0.0124405303109
8	speed metal	0.00450430041903	0.0124349498568
9	rock	0.0962824650689	0.0105654935412
10	80s	0.0214032401676	0.00681401835054

c87
1	metal	0.0353421426891	0.0386018681322
2	hard rock	0.0262849366157	0.0364561884457
3	heavy metal	0.0243915738439	0.0340688496447
4	rock	0.0962824650689	0.0269873394784
5	classic rock	0.0114914289271	0.0135605454266
6	power metal	0.00631553986974	0.0108441242765
7	progressive metal	0.00525891178836	0.0100034646674
8	70s	0.0100786772423	0.00983357026841
9	80s	0.0214032401676	0.00965498807128
10	doom metal	0.00235178465694	0.00896532758402

c88
1	rock	0.0962824650689	0.0386651296272
2	hard rock	0.0262849366157	0.0356821658479
3	heavy metal	0.0243915738439	0.0282862783744
4	metal	0.0353421426891	0.0222482485458
5	classic rock	0.0114914289271	0.0137967968554
6	metalcore	0.00317630453714	0.0104981240235
7	blues-rock	0.00517308060638	0.00925244203892
8	blues	0.0144644405706	0.0085664407756
9	70s	0.0100786772423	0.00782338558105
10	hardcore	0.00719118399187	0.00725436665577

c167
1	pop	0.0600139387734	0.0125519243087
2	blues	0.0144644405706	0.0124286504304
3	folk	0.0142020782423	0.0106304913059
4	hip hop	0.0112946077851	0.00865755510465
5	jazz	0.0131156968273	0.00672476236413
6	country	0.00744572051689	0.00588032664039
7	r&b	0.0089739452196	0.00503448980842
8	rap	0.00821924274058	0.00444656760664
9	soul	0.0133912519826	0.00432692081997
10	flamenco	0.000419371090253	0.00372934734618

c164
1	pop	0.0600139387734	0.0422212450898
2	indie rock	0.0131412105395	0.0187058889749
3	indie	0.0183070732028	0.0175484630195
4	jazz	0.0131156968273	0.0137070693406
5	rock	0.0962824650689	0.012898537863
6	garage rock	0.0028988225354	0.0117840088525
7	alternative rock	0.0179086745493	0.0110877700748
8	country	0.00744572051689	0.00948343845299
9	alternative	0.0207965286474	0.00904021052787
10	soul	0.0133912519826	0.00699522415976

c165
1	pop	0.0600139387734	0.0214352274439
2	rock	0.0962824650689	0.0170279439151
3	blues	0.0144644405706	0.00912553272747
4	folk	0.0142020782423	0.00811725987529
5	country	0.00744572051689	0.00709406018352
6	r&b	0.0089739452196	0.00568970818663
7	folk rock	0.00353747001249	0.00502627628628
8	dance	0.0130514528626	0.004675904459
9	alternative	0.0207965286474	0.00444106838391
10	gospel	0.00118529041613	0.00370181422543

c274
1	hard rock	0.0262849366157	0.0297408847018
2	rock	0.0962824650689	0.0259128624618
3	heavy metal	0.0243915738439	0.0207370700963
4	metal	0.0353421426891	0.0145850251709
5	80s	0.0214032401676	0.0109590921792
6	glam metal	0.00264501255281	0.0106504152749
7	classic rock	0.0114914289271	0.0086541466249
8	hair metal	0.00184017765911	0.00657164233697
9	rock 'n roll	0.00508949008531	0.00534451663945
10	70s	0.0100786772423	0.00510925685925

c279
1	hard rock	0.0262849366157	0.0384750696018
2	rock	0.0962824650689	0.027174568153
3	heavy metal	0.0243915738439	0.0258329211142
4	metal	0.0353421426891	0.0199332322135
